"","GISJOIN","STATE","state_county","YEAR","Mexican","Puerto Rican","Cuban","Dominican Republic","Central American","South American","Other Hispanic or Latino","Total Hispanic or Latino","Central American, Costa Rican","Central American, Guatemalan","Central American, Honduran","Central American, Nicaraguan","Central American, Panamian","Central American, Salvadoran","Central American, Other Central American","South American, Argentinean","South American, Bolivian","South American, Chilean","South American, Colombian","South American, Ecuadorian","South American, Paraguayan","South American, Peruvian","South American, Uruguayan","South American, Venezuelan","South American, Other South American","Other Hispanic or Latino, Spaniard","Other Hispanic or Latino, Spanish","Other Hispanic or Latino, Spanish American","Other Hispanic or Latino, All other Hispanic or Latino","county"
"1113","G1700310814900","Illinois","17031",2000,1628,126,10,2,37,58,128,1989,1,25,2,0,2,5,2,3,2,0,15,25,0,8,0,5,0,4,12,0,112,"Cook"
"1114","G1700310815000","Illinois","17031",2000,1586,136,11,0,37,33,160,1963,1,14,3,0,1,8,10,4,1,3,10,11,3,0,0,0,1,1,8,2,149,"Cook"
"1115","G1700310815100","Illinois","17031",2000,1763,110,12,0,25,42,147,2099,0,17,1,3,0,4,0,1,1,8,11,12,0,8,0,0,1,0,7,4,136,"Cook"
"1116","G1700310815200","Illinois","17031",2000,2297,187,10,0,31,27,141,2693,0,21,2,1,1,6,0,2,6,3,6,4,1,2,1,1,1,0,11,0,130,"Cook"
"1117","G1700310815300","Illinois","17031",2000,814,67,16,4,13,19,89,1022,0,10,0,0,0,3,0,0,0,0,7,5,0,2,5,0,0,0,2,0,87,"Cook"
"1118","G1700310815400","Illinois","17031",2000,768,83,8,0,19,44,95,1017,0,8,0,0,4,7,0,8,2,3,17,8,0,6,0,0,0,3,8,0,84,"Cook"
"1119","G1700310815500","Illinois","17031",2000,1976,134,27,1,73,37,165,2413,0,29,12,3,5,15,9,5,0,0,0,20,0,7,0,4,1,5,11,0,149,"Cook"
"1120","G1700310815600","Illinois","17031",2000,332,43,6,1,2,5,34,423,1,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,1,4,0,29,"Cook"
"1121","G1700310815701","Illinois","17031",2000,178,14,0,0,1,7,26,226,0,1,0,0,0,0,0,2,2,0,0,0,0,2,0,0,1,4,0,0,22,"Cook"
"1122","G1700310815702","Illinois","17031",2000,210,26,15,0,4,18,34,307,0,1,3,0,0,0,0,0,3,3,3,1,3,5,0,0,0,0,5,1,28,"Cook"
"1123","G1700310815800","Illinois","17031",2000,54,0,0,0,2,0,6,62,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,"Cook"
"1124","G1700310815900","Illinois","17031",2000,186,37,8,1,8,8,24,272,0,2,0,3,0,0,3,1,0,0,3,1,0,1,0,0,2,0,6,0,18,"Cook"
"1125","G1700310816000","Illinois","17031",2000,193,26,7,1,9,8,10,254,0,7,0,1,0,1,0,2,0,1,4,0,0,1,0,0,0,0,1,0,9,"Cook"
"1126","G1700310816100","Illinois","17031",2000,497,96,19,0,23,31,38,704,3,5,2,11,1,1,0,1,0,4,2,2,3,19,0,0,0,0,2,0,36,"Cook"
"1127","G1700310816200","Illinois","17031",2000,748,78,87,0,27,38,63,1041,0,24,0,1,0,0,2,0,9,0,1,10,0,6,8,3,1,0,2,0,61,"Cook"
"1128","G1700310816300","Illinois","17031",2000,1211,80,53,10,43,34,97,1528,1,34,0,3,0,4,1,5,3,0,7,2,0,14,0,3,0,2,2,0,93,"Cook"
"1129","G1700310816401","Illinois","17031",2000,3191,50,52,2,48,27,115,3485,1,40,3,2,0,2,0,2,0,0,11,1,0,5,1,0,7,0,9,1,105,"Cook"
"1130","G1700310816402","Illinois","17031",2000,2286,62,39,1,20,25,169,2602,0,10,0,9,0,1,0,1,0,0,13,4,0,5,2,0,0,4,4,0,161,"Cook"
"1131","G1700310816500","Illinois","17031",2000,2025,94,50,2,50,34,177,2432,4,32,3,3,0,8,0,0,0,2,14,11,0,0,2,5,0,2,2,0,173,"Cook"
"1132","G1700310816600","Illinois","17031",2000,3251,72,96,4,160,46,238,3867,0,124,8,1,1,23,3,1,0,0,33,2,0,7,0,2,1,0,13,0,225,"Cook"
"1133","G1700310816700","Illinois","17031",2000,1573,58,55,0,29,23,104,1842,0,21,5,0,0,3,0,1,7,1,1,11,0,2,0,0,0,0,5,0,99,"Cook"
"1134","G1700310816800","Illinois","17031",2000,582,90,11,0,22,25,86,816,0,16,1,0,0,4,1,0,0,9,3,5,0,4,0,3,1,0,1,1,84,"Cook"
"1135","G1700310816900","Illinois","17031",2000,820,75,9,9,29,5,46,993,0,21,3,0,4,1,0,0,0,0,2,0,0,3,0,0,0,5,0,0,41,"Cook"
"1136","G1700310817000","Illinois","17031",2000,342,48,4,0,2,1,28,425,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7,0,21,"Cook"
"1137","G1700310817101","Illinois","17031",2000,96,20,4,0,11,0,20,151,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,"Cook"
"1138","G1700310817102","Illinois","17031",2000,39,8,3,0,0,0,12,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,"Cook"
"1139","G1700310817200","Illinois","17031",2000,42,17,1,0,1,0,8,69,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,"Cook"
"1140","G1700310817300","Illinois","17031",2000,48,0,0,0,10,0,0,58,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook"
"1141","G1700310817400","Illinois","17031",2000,1979,35,38,5,30,8,145,2240,0,21,0,0,0,5,4,0,0,0,1,2,0,4,0,1,0,1,7,0,137,"Cook"
"1142","G1700310817500","Illinois","17031",2000,219,13,7,0,6,0,17,262,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,"Cook"
"1143","G1700310817600","Illinois","17031",2000,117,19,4,0,3,0,9,152,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,7,"Cook"
"1144","G1700310817700","Illinois","17031",2000,38,12,1,0,6,1,4,62,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,"Cook"
"1145","G1700310817900","Illinois","17031",2000,123,38,8,2,8,2,19,200,0,0,0,0,8,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,19,"Cook"
"1146","G1700310818000","Illinois","17031",2000,202,19,6,2,3,4,26,262,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,24,"Cook"
"1147","G1700310818100","Illinois","17031",2000,114,14,1,0,0,6,7,142,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,0,7,"Cook"
"1148","G1700310818200","Illinois","17031",2000,298,37,17,1,10,16,23,402,0,2,3,0,1,0,4,1,0,0,4,1,0,2,0,5,3,1,2,0,20,"Cook"
"1149","G1700310818300","Illinois","17031",2000,648,72,26,7,18,16,43,830,1,4,2,0,4,7,0,2,0,0,1,5,0,8,0,0,0,0,4,0,39,"Cook"
"1150","G1700310818401","Illinois","17031",2000,226,36,6,2,0,12,36,318,0,0,0,0,0,0,0,0,0,0,7,2,0,3,0,0,0,0,8,0,28,"Cook"
"1151","G1700310818402","Illinois","17031",2000,91,17,7,0,4,12,22,153,1,1,0,0,2,0,0,0,1,0,2,6,0,0,3,0,0,2,5,0,15,"Cook"
"1152","G1700310818500","Illinois","17031",2000,143,16,12,2,2,11,16,202,0,1,0,0,0,1,0,5,0,1,5,0,0,0,0,0,0,1,5,0,10,"Cook"
"1153","G1700310818600","Illinois","17031",2000,101,26,7,0,6,18,18,176,1,2,0,0,1,2,0,1,0,0,10,2,0,3,0,1,1,0,4,0,14,"Cook"
"1154","G1700310818700","Illinois","17031",2000,201,18,6,0,9,12,31,277,0,4,1,0,1,3,0,2,6,0,2,0,0,2,0,0,0,1,8,0,22,"Cook"
"1155","G1700310818800","Illinois","17031",2000,291,16,2,0,2,18,45,374,0,0,0,0,1,1,0,4,0,0,8,3,0,0,0,3,0,4,6,1,34,"Cook"
"1156","G1700310818900","Illinois","17031",2000,118,22,13,0,7,4,21,185,2,5,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,4,1,16,"Cook"
"1157","G1700310819000","Illinois","17031",2000,75,5,8,1,3,13,16,121,1,0,1,0,1,0,0,0,2,0,6,0,0,1,0,0,4,0,2,0,14,"Cook"
"1158","G1700310819100","Illinois","17031",2000,516,48,2,0,28,20,57,671,4,15,0,1,0,7,1,1,0,0,16,1,0,2,0,0,0,0,7,0,50,"Cook"
"1159","G1700310819200","Illinois","17031",2000,797,78,5,0,13,15,57,965,0,2,5,4,2,0,0,0,2,3,1,5,0,3,0,0,1,1,7,0,49,"Cook"
"1160","G1700310819300","Illinois","17031",2000,228,15,4,1,9,5,29,291,2,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,13,0,16,"Cook"
"1161","G1700310819400","Illinois","17031",2000,395,38,5,0,24,31,40,533,0,7,7,0,0,7,3,2,2,0,6,8,6,0,0,1,6,1,11,1,27,"Cook"
"1162","G1700310819500","Illinois","17031",2000,171,10,7,0,4,6,11,209,1,1,0,0,2,0,0,0,0,0,2,4,0,0,0,0,0,0,2,0,9,"Cook"
"1163","G1700310819600","Illinois","17031",2000,39,8,9,0,1,13,19,89,0,0,0,0,0,1,0,3,0,0,9,1,0,0,0,0,0,0,7,0,12,"Cook"
"1164","G1700310819700","Illinois","17031",2000,73,10,5,2,3,14,12,119,0,2,0,0,0,1,0,3,0,0,9,0,1,1,0,0,0,0,5,0,7,"Cook"
"1165","G1700310819801","Illinois","17031",2000,64,3,7,0,0,4,21,99,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,15,0,5,"Cook"
"1166","G1700310819802","Illinois","17031",2000,26,2,6,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cook"
"1167","G1700310819900","Illinois","17031",2000,24,8,1,0,4,4,11,52,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,9,"Cook"
"1168","G1700310820000","Illinois","17031",2000,46,12,7,0,5,9,12,91,0,2,0,0,0,3,0,0,0,0,4,0,0,2,0,3,0,0,2,0,10,"Cook"
"1169","G1700310820101","Illinois","17031",2000,83,12,9,0,1,8,22,135,0,0,0,0,1,0,0,4,1,0,3,0,0,0,0,0,0,6,4,0,12,"Cook"
"1170","G1700310820103","Illinois","17031",2000,242,22,2,1,3,22,27,319,0,1,1,1,0,0,0,8,0,0,13,0,0,0,0,1,0,1,1,0,25,"Cook"
"1171","G1700310820104","Illinois","17031",2000,188,19,5,4,4,7,13,240,0,1,0,0,0,0,3,5,0,0,0,0,0,2,0,0,0,0,2,0,11,"Cook"
"1172","G1700310820201","Illinois","17031",2000,215,16,22,0,5,15,40,313,0,5,0,0,0,0,0,0,6,2,2,0,0,4,0,0,1,1,13,0,26,"Cook"
"1173","G1700310820202","Illinois","17031",2000,967,17,5,0,3,4,32,1028,0,1,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,29,"Cook"
"1174","G1700310820300","Illinois","17031",2000,1911,66,3,0,37,16,86,2119,0,8,0,4,0,19,6,0,0,0,2,12,0,2,0,0,0,0,3,0,83,"Cook"
"1175","G1700310820400","Illinois","17031",2000,2806,48,4,1,38,7,133,3037,5,24,0,0,0,8,1,0,0,0,7,0,0,0,0,0,0,0,6,0,127,"Cook"
"1176","G1700310820501","Illinois","17031",2000,544,27,2,1,5,10,35,624,2,0,0,2,0,0,1,4,0,0,6,0,0,0,0,0,0,0,13,0,22,"Cook"
"1177","G1700310820502","Illinois","17031",2000,451,29,3,2,0,20,42,547,0,0,0,0,0,0,0,0,3,0,1,9,0,7,0,0,0,0,5,0,37,"Cook"
"1178","G1700310820601","Illinois","17031",2000,555,51,9,0,2,4,39,660,1,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,6,3,0,30,"Cook"
"1179","G1700310820602","Illinois","17031",2000,413,65,11,1,7,3,46,546,1,4,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2,7,0,37,"Cook"
"1180","G1700310820700","Illinois","17031",2000,1149,65,5,4,6,25,69,1323,1,2,0,0,0,1,2,9,0,2,5,6,0,1,0,0,2,2,4,0,63,"Cook"
"1181","G1700310820800","Illinois","17031",2000,352,33,1,0,0,5,38,429,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,10,0,28,"Cook"
"1182","G1700310820901","Illinois","17031",2000,697,69,1,0,5,16,43,831,0,0,0,0,0,1,4,0,0,1,4,7,0,3,0,1,0,0,9,0,34,"Cook"
"1183","G1700310820902","Illinois","17031",2000,518,57,0,0,6,17,62,660,0,5,0,0,0,1,0,0,0,0,14,0,0,3,0,0,0,1,8,0,53,"Cook"
"1184","G1700310821001","Illinois","17031",2000,419,50,2,1,5,8,64,549,0,1,0,0,0,2,2,2,0,0,2,3,0,1,0,0,0,0,14,1,49,"Cook"
"1185","G1700310821002","Illinois","17031",2000,418,36,4,0,9,7,40,514,0,9,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,10,0,30,"Cook"
"1186","G1700310821101","Illinois","17031",2000,437,27,1,0,18,21,24,528,0,1,2,0,8,7,0,1,0,0,5,12,3,0,0,0,0,0,4,0,20,"Cook"
"1187","G1700310821102","Illinois","17031",2000,332,31,2,0,1,8,38,412,0,1,0,0,0,0,0,0,3,0,3,0,0,2,0,0,0,0,0,0,38,"Cook"
"1188","G1700310821200","Illinois","17031",2000,1924,14,2,2,19,6,141,2108,0,10,0,3,0,2,4,3,0,0,3,0,0,0,0,0,0,3,13,4,121,"Cook"
"1189","G1700310821300","Illinois","17031",2000,2238,40,6,0,40,23,190,2537,0,33,0,0,0,7,0,6,0,0,3,0,0,12,2,0,0,1,17,0,172,"Cook"
"1190","G1700310821401","Illinois","17031",2000,342,8,2,0,5,0,27,384,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,2,22,"Cook"
"1191","G1700310821402","Illinois","17031",2000,92,1,0,0,0,0,4,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"Cook"
"1192","G1700310821500","Illinois","17031",2000,36,4,6,0,0,5,5,56,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,3,"Cook"
"1193","G1700310821600","Illinois","17031",2000,180,31,3,0,5,7,14,240,0,0,0,4,0,1,0,0,0,0,5,2,0,0,0,0,0,1,2,0,11,"Cook"
"1194","G1700310821700","Illinois","17031",2000,110,19,2,0,0,2,20,153,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,3,2,12,"Cook"
"1195","G1700310821800","Illinois","17031",2000,166,26,2,0,0,6,20,220,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,2,2,0,16,"Cook"
"1196","G1700310821900","Illinois","17031",2000,150,40,2,0,2,12,12,218,0,0,0,0,0,1,1,0,0,0,0,3,0,4,5,0,0,0,1,0,11,"Cook"
"1197","G1700310822000","Illinois","17031",2000,125,13,0,0,1,5,27,171,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,20,"Cook"
"1198","G1700310822101","Illinois","17031",2000,191,13,3,0,0,6,7,220,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3,0,0,2,0,5,"Cook"
"1199","G1700310822102","Illinois","17031",2000,205,34,0,0,0,17,23,279,0,0,0,0,0,0,0,4,11,0,0,2,0,0,0,0,0,0,7,0,16,"Cook"
"1200","G1700310822200","Illinois","17031",2000,169,22,0,0,0,8,20,219,0,0,0,0,0,0,0,0,1,0,4,2,0,1,0,0,0,0,0,0,20,"Cook"
"1201","G1700310822301","Illinois","17031",2000,198,15,0,0,0,3,14,230,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,13,"Cook"
"1202","G1700310822302","Illinois","17031",2000,239,15,2,0,1,7,26,290,0,0,0,0,1,0,0,0,1,1,3,2,0,0,0,0,0,0,3,0,23,"Cook"
"1203","G1700310822400","Illinois","17031",2000,314,21,2,1,1,14,34,387,0,1,0,0,0,0,0,0,2,0,10,2,0,0,0,0,0,0,9,2,23,"Cook"
"1204","G1700310822500","Illinois","17031",2000,176,20,1,0,4,12,23,236,4,0,0,0,0,0,0,0,2,4,0,6,0,0,0,0,0,0,0,0,23,"Cook"
"1205","G1700310822601","Illinois","17031",2000,152,17,3,0,3,12,30,217,0,1,2,0,0,0,0,0,6,2,0,0,0,4,0,0,0,0,2,0,28,"Cook"
"1206","G1700310822602","Illinois","17031",2000,272,13,2,0,1,13,12,313,0,1,0,0,0,0,0,4,1,0,4,0,0,1,1,0,2,0,1,0,11,"Cook"
"1207","G1700310822701","Illinois","17031",2000,191,21,4,0,0,8,14,238,0,0,0,0,0,0,0,0,3,0,0,0,1,4,0,0,0,0,3,3,8,"Cook"
"1208","G1700310822702","Illinois","17031",2000,115,11,2,0,0,3,22,153,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,0,19,"Cook"
"1209","G1700310822801","Illinois","17031",2000,69,15,1,0,0,6,6,97,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,2,0,0,4,"Cook"
"1210","G1700310822802","Illinois","17031",2000,108,1,1,1,0,3,16,130,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,6,0,10,"Cook"
"1211","G1700310822900","Illinois","17031",2000,150,15,2,0,0,0,23,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,19,"Cook"
"1212","G1700310823001","Illinois","17031",2000,376,32,2,0,10,12,60,492,1,7,0,0,1,0,1,3,0,0,5,1,0,2,0,0,1,0,7,1,52,"Cook"
"1213","G1700310823002","Illinois","17031",2000,228,19,3,0,0,15,40,305,0,0,0,0,0,0,0,1,0,0,1,2,0,3,0,0,8,0,4,0,36,"Cook"
"1214","G1700310823101","Illinois","17031",2000,213,17,0,0,7,3,30,270,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,24,"Cook"
"1215","G1700310823102","Illinois","17031",2000,212,17,1,0,1,4,37,272,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,6,0,31,"Cook"
"1216","G1700310823200","Illinois","17031",2000,258,23,4,0,7,4,28,324,1,3,0,3,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,27,"Cook"
"1217","G1700310823302","Illinois","17031",2000,562,39,4,0,9,20,63,697,1,2,1,0,0,1,4,0,0,0,8,1,0,11,0,0,0,2,13,0,48,"Cook"
"1218","G1700310823303","Illinois","17031",2000,257,27,5,0,3,4,21,317,0,2,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,1,20,"Cook"
"1219","G1700310823304","Illinois","17031",2000,370,17,0,0,22,0,32,441,0,17,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,5,0,27,"Cook"
"1220","G1700310823400","Illinois","17031",2000,1456,28,4,3,22,4,112,1629,5,9,0,0,0,7,1,2,0,0,0,1,0,1,0,0,0,3,17,2,90,"Cook"
"1221","G1700310823500","Illinois","17031",2000,1305,22,5,0,13,12,103,1460,0,10,0,0,0,1,2,10,0,0,0,0,0,2,0,0,0,1,2,0,100,"Cook"
"1222","G1700310823602","Illinois","17031",2000,71,8,1,0,0,6,21,107,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,0,5,0,16,"Cook"
"1223","G1700310823603","Illinois","17031",2000,1020,45,2,0,12,4,71,1154,0,12,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,71,"Cook"
"1224","G1700310823604","Illinois","17031",2000,29,0,0,0,0,2,3,34,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,"Cook"
"1225","G1700310823605","Illinois","17031",2000,101,8,0,2,1,8,11,131,0,0,1,0,0,0,0,0,0,0,5,0,0,1,0,2,0,0,0,0,11,"Cook"
"1226","G1700310823702","Illinois","17031",2000,289,16,13,1,3,14,47,383,1,2,0,0,0,0,0,1,2,0,3,1,1,3,0,3,0,0,5,0,42,"Cook"
"1227","G1700310823703","Illinois","17031",2000,325,30,1,0,7,11,45,419,2,2,3,0,0,0,0,0,2,1,7,1,0,0,0,0,0,0,14,0,31,"Cook"
"1228","G1700310823704","Illinois","17031",2000,265,17,0,0,1,1,24,308,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,19,"Cook"
"1229","G1700310823705","Illinois","17031",2000,302,29,1,0,2,4,38,376,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,11,1,26,"Cook"
"1230","G1700310823801","Illinois","17031",2000,103,8,13,0,0,21,10,155,0,0,0,0,0,0,0,6,1,0,0,0,0,6,0,2,6,0,7,0,3,"Cook"
"1231","G1700310823803","Illinois","17031",2000,336,3,4,0,4,3,23,373,1,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,22,"Cook"
"1232","G1700310823804","Illinois","17031",2000,175,8,2,0,1,4,27,217,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,7,0,19,"Cook"
"1233","G1700310823901","Illinois","17031",2000,42,5,1,1,4,7,5,65,0,4,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,1,3,0,1,"Cook"
"1234","G1700310823903","Illinois","17031",2000,96,3,8,0,0,8,16,131,0,0,0,0,0,0,0,0,0,0,3,4,0,1,0,0,0,0,1,0,15,"Cook"
"1235","G1700310823904","Illinois","17031",2000,20,1,5,0,2,6,3,37,0,0,1,0,0,1,0,3,0,0,2,0,0,0,1,0,0,0,0,0,3,"Cook"
"1236","G1700310824001","Illinois","17031",2000,189,28,7,5,8,15,33,285,1,7,0,0,0,0,0,1,3,1,4,0,1,5,0,0,0,1,14,0,18,"Cook"
"1237","G1700310824002","Illinois","17031",2000,172,20,7,3,1,2,20,225,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3,10,0,7,"Cook"
"1238","G1700310824104","Illinois","17031",2000,332,23,4,0,12,17,57,445,0,9,1,0,0,2,0,6,0,3,2,2,1,1,0,0,2,2,19,0,36,"Cook"
"1239","G1700310824105","Illinois","17031",2000,157,14,6,0,1,7,13,198,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,2,0,9,"Cook"
"1240","G1700310824106","Illinois","17031",2000,215,7,7,0,1,9,26,265,0,1,0,0,0,0,0,0,0,0,6,0,0,2,0,1,0,0,10,0,16,"Cook"
"1241","G1700310824107","Illinois","17031",2000,183,9,2,0,4,13,28,239,0,2,2,0,0,0,0,0,0,2,6,0,0,2,0,3,0,0,2,0,26,"Cook"
"1242","G1700310824108","Illinois","17031",2000,365,31,1,0,6,9,31,443,0,4,0,0,0,2,0,0,0,0,9,0,0,0,0,0,0,0,6,0,25,"Cook"
"1243","G1700310824109","Illinois","17031",2000,241,9,7,1,8,2,47,315,0,5,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,15,0,32,"Cook"
"1244","G1700310824110","Illinois","17031",2000,307,23,4,0,3,17,45,399,0,1,0,1,0,0,1,6,0,0,6,1,1,0,0,0,3,0,13,0,32,"Cook"
"1245","G1700310824111","Illinois","17031",2000,200,10,10,0,16,10,20,266,0,13,2,0,0,1,0,1,1,0,2,1,2,0,0,2,1,0,2,0,18,"Cook"
"1246","G1700310824112","Illinois","17031",2000,515,25,8,1,1,11,39,600,0,1,0,0,0,0,0,2,0,2,6,1,0,0,0,0,0,1,9,0,29,"Cook"
"1247","G1700310824300","Illinois","17031",2000,103,2,9,0,0,0,15,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,"Cook"
"1248","G1700310824400","Illinois","17031",2000,79,16,0,0,0,0,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,"Cook"
"1249","G1700310824503","Illinois","17031",2000,198,18,3,0,7,14,36,276,0,3,0,0,0,4,0,1,0,0,0,12,0,1,0,0,0,0,8,4,24,"Cook"
"1250","G1700310824505","Illinois","17031",2000,216,25,6,0,0,8,33,288,0,0,0,0,0,0,0,2,0,0,1,4,0,1,0,0,0,0,11,0,22,"Cook"
"1251","G1700310824506","Illinois","17031",2000,250,46,1,1,2,9,25,334,0,0,1,1,0,0,0,0,0,0,3,2,0,0,0,4,0,0,2,0,23,"Cook"
"1252","G1700310824507","Illinois","17031",2000,151,1,3,0,3,0,12,170,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"Cook"
"1253","G1700310824601","Illinois","17031",2000,138,2,0,0,7,3,23,173,0,2,0,1,4,0,0,0,0,0,0,0,0,0,3,0,0,0,10,1,12,"Cook"
"1254","G1700310824602","Illinois","17031",2000,287,10,10,0,2,11,21,341,0,1,1,0,0,0,0,2,0,1,0,0,0,5,0,0,3,0,9,0,12,"Cook"
"1255","G1700310824701","Illinois","17031",2000,283,11,0,0,8,1,32,335,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,30,"Cook"
"1256","G1700310824702","Illinois","17031",2000,321,23,1,0,11,11,29,396,2,7,0,0,2,0,0,1,0,0,0,6,0,4,0,0,0,3,3,0,23,"Cook"
"1257","G1700310824800","Illinois","17031",2000,1866,13,0,0,6,0,142,2027,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19,0,123,"Cook"
"1258","G1700310824900","Illinois","17031",2000,121,13,4,0,6,3,24,171,0,4,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,4,0,20,"Cook"
"1259","G1700310825000","Illinois","17031",2000,454,14,1,1,2,1,34,507,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,26,"Cook"
"1260","G1700310825200","Illinois","17031",2000,159,10,0,0,5,4,6,184,0,3,1,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,6,"Cook"
"1261","G1700310825301","Illinois","17031",2000,326,30,3,0,7,4,42,412,0,4,2,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,4,0,38,"Cook"
"1262","G1700310825302","Illinois","17031",2000,288,22,2,1,9,9,40,371,0,3,0,3,3,0,0,0,0,0,6,0,0,0,3,0,0,0,9,0,31,"Cook"
"1263","G1700310825400","Illinois","17031",2000,168,11,3,0,2,0,36,220,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,27,"Cook"
"1264","G1700310825501","Illinois","17031",2000,98,18,2,0,2,0,14,134,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,"Cook"
"1265","G1700310825503","Illinois","17031",2000,106,23,9,0,3,5,12,158,1,2,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,12,"Cook"
"1266","G1700310825504","Illinois","17031",2000,60,25,0,0,0,2,4,91,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,2,"Cook"
"1267","G1700310825505","Illinois","17031",2000,52,18,0,0,1,2,24,97,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,20,"Cook"
"1268","G1700310825600","Illinois","17031",2000,155,12,2,0,1,0,13,183,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,"Cook"
"1269","G1700310825700","Illinois","17031",2000,531,56,1,0,3,3,41,635,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,1,0,1,0,40,"Cook"
"1270","G1700310825801","Illinois","17031",2000,68,18,1,0,2,1,11,101,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,"Cook"
