"","GISJOIN","YEAR","STATE","COUNTY","state_county","total_his","Mexican","total_pop"
"436","G17003102920",1980,"Illinois","Cook","17031",4,0,1174
"437","G17003102921",1980,"Illinois","Cook","17031",21,15,1081
"438","G17003102922",1980,"Illinois","Cook","17031",37,29,4551
"439","G17003102923",1980,"Illinois","Cook","17031",1,1,1243
"440","G17003102924",1980,"Illinois","Cook","17031",31,27,3963
"441","G17003102925",1980,"Illinois","Cook","17031",75,48,6478
"442","G17003102926",1980,"Illinois","Cook","17031",6,5,2121
"443","G17003102927",1980,"Illinois","Cook","17031",0,0,0
"444","G17003103001",1980,"Illinois","Cook","17031",1986,1869,2347
"445","G17003103002",1980,"Illinois","Cook","17031",1086,1014,1225
"446","G17003103003",1980,"Illinois","Cook","17031",890,780,1905
"447","G17003103004",1980,"Illinois","Cook","17031",0,0,558
"448","G17003103005",1980,"Illinois","Cook","17031",2763,2521,3636
"449","G17003103006",1980,"Illinois","Cook","17031",2343,2139,3354
"450","G17003103007",1980,"Illinois","Cook","17031",4850,4475,5443
"451","G17003103008",1980,"Illinois","Cook","17031",4584,4234,5083
"452","G17003103009",1980,"Illinois","Cook","17031",4774,4400,5507
"453","G17003103010",1980,"Illinois","Cook","17031",1326,1249,1490
"454","G17003103011",1980,"Illinois","Cook","17031",2197,2005,2653
"455","G17003103012",1980,"Illinois","Cook","17031",3322,3019,4440
"456","G17003103013",1980,"Illinois","Cook","17031",549,300,4763
"457","G17003103014",1980,"Illinois","Cook","17031",795,746,967
"458","G17003103015",1980,"Illinois","Cook","17031",2946,2797,3501
"459","G17003103016",1980,"Illinois","Cook","17031",3941,3682,4811
"460","G17003103017",1980,"Illinois","Cook","17031",5889,5559,7657
"461","G17003103018",1980,"Illinois","Cook","17031",8971,8166,12103
"462","G17003103019",1980,"Illinois","Cook","17031",992,894,1439
"463","G17003103020",1980,"Illinois","Cook","17031",1496,1359,2322
"464","G17003103101",1980,"Illinois","Cook","17031",323,282,411
"465","G17003103102",1980,"Illinois","Cook","17031",1510,1468,2027
"466","G17003103103",1980,"Illinois","Cook","17031",1896,1793,2244
"467","G17003103104",1980,"Illinois","Cook","17031",1682,1541,1936
"468","G17003103105",1980,"Illinois","Cook","17031",1895,1801,2099
"469","G17003103106",1980,"Illinois","Cook","17031",7348,6814,8207
"470","G17003103107",1980,"Illinois","Cook","17031",2152,1924,2388
"471","G17003103108",1980,"Illinois","Cook","17031",4953,4373,5927
"472","G17003103109",1980,"Illinois","Cook","17031",4365,4067,5859
"473","G17003103110",1980,"Illinois","Cook","17031",4826,4506,6423
"474","G17003103111",1980,"Illinois","Cook","17031",36,36,49
"475","G17003103112",1980,"Illinois","Cook","17031",104,103,238
"476","G17003103113",1980,"Illinois","Cook","17031",1967,1806,4254
"477","G17003103114",1980,"Illinois","Cook","17031",1803,1659,2803
"478","G17003103115",1980,"Illinois","Cook","17031",7,5,86
"479","G17003103201",1980,"Illinois","Cook","17031",66,22,2606
"480","G1700310320199",1980,"Illinois","Cook","17031",0,0,18
"481","G17003103202",1980,"Illinois","Cook","17031",0,0,28
"482","G17003103203",1980,"Illinois","Cook","17031",0,0,0
"483","G17003103204",1980,"Illinois","Cook","17031",15,2,437
"484","G17003103205",1980,"Illinois","Cook","17031",93,61,1888
"485","G17003103206",1980,"Illinois","Cook","17031",48,36,1485
"486","G17003103301",1980,"Illinois","Cook","17031",73,14,1981
"487","G17003103302",1980,"Illinois","Cook","17031",28,28,1777
"488","G17003103303",1980,"Illinois","Cook","17031",6,6,3233
"489","G17003103304",1980,"Illinois","Cook","17031",0,0,56
"490","G17003103305",1980,"Illinois","Cook","17031",1,0,196
"491","G17003103401",1980,"Illinois","Cook","17031",1,1,85
"492","G17003103402",1980,"Illinois","Cook","17031",136,133,5319
"493","G17003103403",1980,"Illinois","Cook","17031",109,94,1388
"494","G17003103404",1980,"Illinois","Cook","17031",273,258,1606
"495","G17003103405",1980,"Illinois","Cook","17031",79,58,1785
"496","G17003103406",1980,"Illinois","Cook","17031",5,5,2292
"497","G17003103501",1980,"Illinois","Cook","17031",41,13,2441
"498","G17003103502",1980,"Illinois","Cook","17031",22,5,3083
"499","G17003103503",1980,"Illinois","Cook","17031",26,3,1366
"500","G17003103504",1980,"Illinois","Cook","17031",12,12,2766
"501","G17003103505",1980,"Illinois","Cook","17031",21,4,518
"502","G17003103506",1980,"Illinois","Cook","17031",47,14,2702
"503","G17003103507",1980,"Illinois","Cook","17031",1,1,1237
"504","G17003103508",1980,"Illinois","Cook","17031",0,0,318
"505","G17003103509",1980,"Illinois","Cook","17031",0,0,105
"506","G17003103510",1980,"Illinois","Cook","17031",22,4,3519
"507","G17003103511",1980,"Illinois","Cook","17031",55,35,7586
"508","G17003103512",1980,"Illinois","Cook","17031",0,0,939
"509","G17003103513",1980,"Illinois","Cook","17031",17,17,1827
"510","G17003103514",1980,"Illinois","Cook","17031",1,1,1863
"511","G17003103515",1980,"Illinois","Cook","17031",48,39,5430
"512","G17003103601",1980,"Illinois","Cook","17031",7,2,1034
"513","G17003103602",1980,"Illinois","Cook","17031",14,7,5543
"514","G17003103603",1980,"Illinois","Cook","17031",12,7,2586
"515","G17003103604",1980,"Illinois","Cook","17031",41,19,4169
"516","G17003103605",1980,"Illinois","Cook","17031",23,13,3416
"517","G17003103701",1980,"Illinois","Cook","17031",19,3,1552
"518","G17003103702",1980,"Illinois","Cook","17031",29,27,1758
"519","G17003103703",1980,"Illinois","Cook","17031",7,7,1164
"520","G17003103704",1980,"Illinois","Cook","17031",16,16,1358
"521","G17003103801",1980,"Illinois","Cook","17031",17,9,3151
"522","G17003103802",1980,"Illinois","Cook","17031",11,7,2020
"523","G17003103803",1980,"Illinois","Cook","17031",18,11,4755
"524","G17003103804",1980,"Illinois","Cook","17031",6,3,1780
"525","G17003103805",1980,"Illinois","Cook","17031",49,45,3029
"526","G17003103806",1980,"Illinois","Cook","17031",33,33,3694
"527","G17003103807",1980,"Illinois","Cook","17031",32,30,2070
"528","G17003103808",1980,"Illinois","Cook","17031",15,14,2453
"529","G17003103809",1980,"Illinois","Cook","17031",14,8,2349
"530","G17003103810",1980,"Illinois","Cook","17031",2,2,3105
"531","G17003103811",1980,"Illinois","Cook","17031",4,3,675
"532","G17003103812",1980,"Illinois","Cook","17031",4,1,2837
"533","G17003103813",1980,"Illinois","Cook","17031",2,1,416
"534","G17003103814",1980,"Illinois","Cook","17031",29,17,3098
"535","G17003103815",1980,"Illinois","Cook","17031",10,4,1826
"536","G17003103816",1980,"Illinois","Cook","17031",33,30,2180
"537","G17003103817",1980,"Illinois","Cook","17031",41,37,5681
"538","G17003103818",1980,"Illinois","Cook","17031",15,10,3090
"539","G17003103819",1980,"Illinois","Cook","17031",8,4,1819
"540","G17003103820",1980,"Illinois","Cook","17031",7,6,3713
"541","G17003103901",1980,"Illinois","Cook","17031",23,12,2114
"542","G17003103902",1980,"Illinois","Cook","17031",7,5,2357
"543","G17003103903",1980,"Illinois","Cook","17031",26,23,3324
"544","G17003103904",1980,"Illinois","Cook","17031",31,14,3409
"545","G17003103905",1980,"Illinois","Cook","17031",31,7,1926
"546","G17003103906",1980,"Illinois","Cook","17031",21,17,1875
"547","G17003103907",1980,"Illinois","Cook","17031",102,27,6969
"548","G17003104001",1980,"Illinois","Cook","17031",32,10,3262
"549","G17003104002",1980,"Illinois","Cook","17031",45,31,5958
"550","G17003104003",1980,"Illinois","Cook","17031",15,7,3424
"551","G17003104004",1980,"Illinois","Cook","17031",34,28,4534
"552","G17003104005",1980,"Illinois","Cook","17031",18,13,3560
"553","G17003104006",1980,"Illinois","Cook","17031",2,0,1264
"554","G17003104007",1980,"Illinois","Cook","17031",2,2,2277
"555","G17003104008",1980,"Illinois","Cook","17031",57,36,7656
"556","G17003104101",1980,"Illinois","Cook","17031",85,13,1826
"557","G17003104102",1980,"Illinois","Cook","17031",92,25,1544
"558","G17003104103",1980,"Illinois","Cook","17031",17,12,903
"559","G17003104104",1980,"Illinois","Cook","17031",4,1,660
"560","G17003104105",1980,"Illinois","Cook","17031",38,13,3105
"561","G17003104106",1980,"Illinois","Cook","17031",49,11,2527
"562","G17003104107",1980,"Illinois","Cook","17031",83,26,2463
"563","G17003104108",1980,"Illinois","Cook","17031",92,49,3565
"564","G17003104109",1980,"Illinois","Cook","17031",79,30,4031
"565","G17003104110",1980,"Illinois","Cook","17031",77,26,3465
"566","G17003104111",1980,"Illinois","Cook","17031",31,6,2451
"567","G17003104112",1980,"Illinois","Cook","17031",43,6,2374
"568","G17003104113",1980,"Illinois","Cook","17031",12,3,772
"569","G17003104114",1980,"Illinois","Cook","17031",19,4,1512
"570","G17003104201",1980,"Illinois","Cook","17031",19,1,1075
"571","G17003104202",1980,"Illinois","Cook","17031",24,9,2343
"572","G17003104203",1980,"Illinois","Cook","17031",22,17,2240
"573","G17003104204",1980,"Illinois","Cook","17031",45,20,2310
"574","G17003104205",1980,"Illinois","Cook","17031",24,9,3756
"575","G17003104206",1980,"Illinois","Cook","17031",25,20,3339
"576","G17003104207",1980,"Illinois","Cook","17031",36,13,5808
"577","G17003104208",1980,"Illinois","Cook","17031",15,3,3555
"578","G17003104209",1980,"Illinois","Cook","17031",24,20,4036
"579","G17003104210",1980,"Illinois","Cook","17031",19,13,3192
"580","G17003104211",1980,"Illinois","Cook","17031",20,14,2675
"581","G17003104212",1980,"Illinois","Cook","17031",12,11,1994
"582","G17003104301",1980,"Illinois","Cook","17031",54,27,12735
"583","G17003104302",1980,"Illinois","Cook","17031",53,23,7023
"584","G17003104303",1980,"Illinois","Cook","17031",28,13,4393
"585","G17003104304",1980,"Illinois","Cook","17031",64,23,4114
"586","G17003104305",1980,"Illinois","Cook","17031",31,8,5959
"587","G17003104306",1980,"Illinois","Cook","17031",27,9,2778
"588","G17003104307",1980,"Illinois","Cook","17031",30,13,2774
"589","G17003104308",1980,"Illinois","Cook","17031",34,5,2636
"590","G17003104309",1980,"Illinois","Cook","17031",18,17,2585
"591","G17003104310",1980,"Illinois","Cook","17031",16,14,1558
"592","G17003104311",1980,"Illinois","Cook","17031",42,16,5956
"593","G17003104312",1980,"Illinois","Cook","17031",29,5,4399
"594","G17003104313",1980,"Illinois","Cook","17031",192,67,12811
"595","G17003104314",1980,"Illinois","Cook","17031",299,65,8022
"596","G17003104401",1980,"Illinois","Cook","17031",64,27,10463
"597","G17003104402",1980,"Illinois","Cook","17031",86,35,10160
"598","G17003104403",1980,"Illinois","Cook","17031",51,12,5640
"599","G17003104404",1980,"Illinois","Cook","17031",9,4,4454
"600","G17003104405",1980,"Illinois","Cook","17031",0,0,0
"601","G17003104406",1980,"Illinois","Cook","17031",19,4,2093
"602","G17003104407",1980,"Illinois","Cook","17031",14,9,1937
"603","G17003104408",1980,"Illinois","Cook","17031",7,3,2252
"604","G17003104409",1980,"Illinois","Cook","17031",21,4,3726
"605","G17003104501",1980,"Illinois","Cook","17031",2,0,555
"606","G17003104502",1980,"Illinois","Cook","17031",87,46,8189
"607","G17003104503",1980,"Illinois","Cook","17031",20,4,5048
"608","G17003104601",1980,"Illinois","Cook","17031",2340,2138,5607
"609","G17003104602",1980,"Illinois","Cook","17031",3228,2946,4164
"610","G17003104603",1980,"Illinois","Cook","17031",3559,3051,10285
"611","G17003104604",1980,"Illinois","Cook","17031",215,152,4740
"612","G17003104605",1980,"Illinois","Cook","17031",86,27,8141
"613","G17003104606",1980,"Illinois","Cook","17031",1079,962,1725
"614","G17003104607",1980,"Illinois","Cook","17031",3467,3072,5128
"615","G17003104608",1980,"Illinois","Cook","17031",401,336,1265
"616","G17003104609",1980,"Illinois","Cook","17031",2446,2078,2983
"617","G17003104610",1980,"Illinois","Cook","17031",1408,1198,2384
"618","G17003104701",1980,"Illinois","Cook","17031",100,91,3942
"619","G17003104801",1980,"Illinois","Cook","17031",35,30,3097
"620","G17003104802",1980,"Illinois","Cook","17031",40,24,1694
"621","G17003104803",1980,"Illinois","Cook","17031",68,42,2332
"622","G17003104804",1980,"Illinois","Cook","17031",198,130,8657
"623","G17003104805",1980,"Illinois","Cook","17031",1140,1032,4725
"624","G17003104901",1980,"Illinois","Cook","17031",6,2,763
"625","G17003104902",1980,"Illinois","Cook","17031",25,8,4059
"626","G17003104903",1980,"Illinois","Cook","17031",7,4,2645
"627","G17003104904",1980,"Illinois","Cook","17031",4,2,1252
"628","G17003104905",1980,"Illinois","Cook","17031",17,8,2381
"629","G17003104906",1980,"Illinois","Cook","17031",15,8,2128
"630","G17003104907",1980,"Illinois","Cook","17031",15,14,4362
"631","G17003104908",1980,"Illinois","Cook","17031",14,7,5367
"632","G17003104909",1980,"Illinois","Cook","17031",92,57,12661
"633","G17003104910",1980,"Illinois","Cook","17031",97,54,8972
"634","G17003104911",1980,"Illinois","Cook","17031",37,19,6857
"635","G17003104912",1980,"Illinois","Cook","17031",15,11,3388
"636","G17003104913",1980,"Illinois","Cook","17031",53,43,4721
"637","G17003104914",1980,"Illinois","Cook","17031",153,119,4816
"638","G17003105001",1980,"Illinois","Cook","17031",31,9,5800
"639","G17003105002",1980,"Illinois","Cook","17031",79,61,2457
"640","G17003105003",1980,"Illinois","Cook","17031",532,482,2084
"641","G17003105101",1980,"Illinois","Cook","17031",1517,1420,3673
"642","G17003105102",1980,"Illinois","Cook","17031",319,298,4250
"643","G17003105103",1980,"Illinois","Cook","17031",133,82,6903
"644","G17003105104",1980,"Illinois","Cook","17031",25,24,73
"645","G1700310510499",1980,"Illinois","Cook","17031",0,0,51
"646","G17003105105",1980,"Illinois","Cook","17031",2769,2621,4450
"647","G17003105201",1980,"Illinois","Cook","17031",408,359,1807
"648","G17003105202",1980,"Illinois","Cook","17031",954,879,3464
"649","G1700310520299",1980,"Illinois","Cook","17031",0,0,90
"650","G17003105203",1980,"Illinois","Cook","17031",774,684,5423
"651","G17003105204",1980,"Illinois","Cook","17031",198,177,3706
"652","G17003105205",1980,"Illinois","Cook","17031",169,147,4263
"653","G17003105206",1980,"Illinois","Cook","17031",175,138,2578
"654","G17003105301",1980,"Illinois","Cook","17031",1561,1434,3925
"655","G17003105302",1980,"Illinois","Cook","17031",140,105,8881
"656","G17003105303",1980,"Illinois","Cook","17031",36,25,6393
"657","G17003105304",1980,"Illinois","Cook","17031",171,151,2740
"658","G17003105305",1980,"Illinois","Cook","17031",218,158,18125
"659","G17003105306",1980,"Illinois","Cook","17031",183,133,4840
"660","G17003105401",1980,"Illinois","Cook","17031",176,147,13539
"661","G17003105501",1980,"Illinois","Cook","17031",396,311,7919
"662","G17003105502",1980,"Illinois","Cook","17031",322,271,3653
"663","G17003105601",1980,"Illinois","Cook","17031",268,214,1058
"664","G17003105602",1980,"Illinois","Cook","17031",57,46,5107
"665","G17003105603",1980,"Illinois","Cook","17031",301,225,3125
"666","G17003105604",1980,"Illinois","Cook","17031",159,127,1338
"667","G17003105605",1980,"Illinois","Cook","17031",50,43,694
"668","G17003105606",1980,"Illinois","Cook","17031",58,47,1201
"669","G17003105607",1980,"Illinois","Cook","17031",129,92,3154
"670","G17003105608",1980,"Illinois","Cook","17031",175,127,5417
"671","G17003105609",1980,"Illinois","Cook","17031",111,94,5664
"672","G17003105610",1980,"Illinois","Cook","17031",119,87,5553
"673","G17003105611",1980,"Illinois","Cook","17031",139,103,5618
"674","G17003105612",1980,"Illinois","Cook","17031",0,0,0
"675","G17003105613",1980,"Illinois","Cook","17031",0,0,6
"676","G17003105701",1980,"Illinois","Cook","17031",39,31,896
"677","G17003105702",1980,"Illinois","Cook","17031",37,28,1555
"678","G17003105703",1980,"Illinois","Cook","17031",124,93,4260
"679","G17003105704",1980,"Illinois","Cook","17031",69,53,1380
"680","G17003105705",1980,"Illinois","Cook","17031",85,73,1617
"681","G17003105801",1980,"Illinois","Cook","17031",596,517,2306
"682","G17003105802",1980,"Illinois","Cook","17031",726,654,2859
"683","G17003105803",1980,"Illinois","Cook","17031",1174,1103,2047
"684","G17003105804",1980,"Illinois","Cook","17031",204,171,3177
"685","G17003105805",1980,"Illinois","Cook","17031",703,589,7107
"686","G17003105806",1980,"Illinois","Cook","17031",358,281,3594
"687","G17003105807",1980,"Illinois","Cook","17031",364,301,3725
"688","G17003105808",1980,"Illinois","Cook","17031",117,96,1256
"689","G17003105809",1980,"Illinois","Cook","17031",237,191,4011
"690","G17003105810",1980,"Illinois","Cook","17031",0,0,0
"691","G17003105811",1980,"Illinois","Cook","17031",60,44,688
"692","G17003105901",1980,"Illinois","Cook","17031",90,89,183
"693","G17003105902",1980,"Illinois","Cook","17031",437,420,2592
"694","G17003105903",1980,"Illinois","Cook","17031",395,373,2369
"695","G17003105904",1980,"Illinois","Cook","17031",179,155,930
"696","G17003105905",1980,"Illinois","Cook","17031",348,309,1581
"697","G17003105906",1980,"Illinois","Cook","17031",352,320,3297
"698","G17003105907",1980,"Illinois","Cook","17031",328,286,2296
"699","G17003106001",1980,"Illinois","Cook","17031",65,62,265
"700","G17003106002",1980,"Illinois","Cook","17031",349,334,920
"701","G17003106003",1980,"Illinois","Cook","17031",386,359,1810
"702","G17003106004",1980,"Illinois","Cook","17031",890,849,4004
"703","G17003106005",1980,"Illinois","Cook","17031",258,193,1300
"704","G17003106006",1980,"Illinois","Cook","17031",425,375,2579
"705","G17003106007",1980,"Illinois","Cook","17031",389,356,2223
"706","G17003106008",1980,"Illinois","Cook","17031",884,778,4136
"707","G17003106009",1980,"Illinois","Cook","17031",1048,878,3900
"708","G17003106010",1980,"Illinois","Cook","17031",393,373,2080
"709","G17003106011",1980,"Illinois","Cook","17031",348,334,1532
"710","G17003106012",1980,"Illinois","Cook","17031",150,149,1056
"711","G17003106013",1980,"Illinois","Cook","17031",49,47,235
"712","G17003106014",1980,"Illinois","Cook","17031",233,212,864
"713","G17003106015",1980,"Illinois","Cook","17031",610,551,3503
"714","G17003106016",1980,"Illinois","Cook","17031",107,102,516
"715","G17003106101",1980,"Illinois","Cook","17031",178,167,1220
"716","G17003106102",1980,"Illinois","Cook","17031",609,594,772
"717","G17003106103",1980,"Illinois","Cook","17031",2839,2654,4654
"718","G17003106104",1980,"Illinois","Cook","17031",1956,1882,2460
"719","G17003106105",1980,"Illinois","Cook","17031",125,120,183
"720","G17003106106",1980,"Illinois","Cook","17031",70,68,231
"721","G17003106107",1980,"Illinois","Cook","17031",239,182,2515
"722","G17003106108",1980,"Illinois","Cook","17031",140,125,1939
"723","G17003106109",1980,"Illinois","Cook","17031",184,135,1472
"724","G17003106110",1980,"Illinois","Cook","17031",395,296,1700
"725","G17003106111",1980,"Illinois","Cook","17031",2250,2054,3935
"726","G17003106112",1980,"Illinois","Cook","17031",1464,1309,3150
"727","G17003106113",1980,"Illinois","Cook","17031",1191,1078,3142
"728","G17003106114",1980,"Illinois","Cook","17031",1121,1040,3289
"729","G17003106115",1980,"Illinois","Cook","17031",575,525,2372
"730","G17003106116",1980,"Illinois","Cook","17031",819,579,2157
"731","G17003106117",1980,"Illinois","Cook","17031",1750,1309,3585
"732","G17003106118",1980,"Illinois","Cook","17031",1673,1330,3620
"733","G17003106119",1980,"Illinois","Cook","17031",1999,1603,4791
"734","G17003106120",1980,"Illinois","Cook","17031",166,53,3427
"735","G17003106121",1980,"Illinois","Cook","17031",138,72,2719
"736","G17003106122",1980,"Illinois","Cook","17031",64,59,2527
"737","G17003106201",1980,"Illinois","Cook","17031",89,61,2907
"738","G17003106202",1980,"Illinois","Cook","17031",42,29,1773
"739","G17003106203",1980,"Illinois","Cook","17031",80,65,4952
"740","G17003106204",1980,"Illinois","Cook","17031",86,63,3165
"741","G17003106301",1980,"Illinois","Cook","17031",249,187,857
"742","G17003106302",1980,"Illinois","Cook","17031",131,112,1237
"743","G17003106303",1980,"Illinois","Cook","17031",150,137,3111
"744","G17003106304",1980,"Illinois","Cook","17031",270,225,4004
"745","G17003106305",1980,"Illinois","Cook","17031",460,346,3828
"746","G17003106306",1980,"Illinois","Cook","17031",94,59,401
"747","G17003106307",1980,"Illinois","Cook","17031",855,661,3737
"748","G17003106308",1980,"Illinois","Cook","17031",300,254,4090
"749","G17003106309",1980,"Illinois","Cook","17031",192,153,3180
"750","G17003106401",1980,"Illinois","Cook","17031",47,34,943
"751","G17003106402",1980,"Illinois","Cook","17031",0,0,0
"752","G17003106403",1980,"Illinois","Cook","17031",191,148,6216
"753","G17003106404",1980,"Illinois","Cook","17031",114,81,3147
"754","G17003106405",1980,"Illinois","Cook","17031",182,148,3667
"755","G17003106406",1980,"Illinois","Cook","17031",145,113,3956
"756","G17003106407",1980,"Illinois","Cook","17031",195,161,3199
"757","G17003106408",1980,"Illinois","Cook","17031",42,30,1456
"758","G17003106501",1980,"Illinois","Cook","17031",115,89,3486
"759","G17003106502",1980,"Illinois","Cook","17031",112,82,5340
"760","G17003106503",1980,"Illinois","Cook","17031",216,178,7676
"761","G17003106504",1980,"Illinois","Cook","17031",94,75,4883
"762","G17003106505",1980,"Illinois","Cook","17031",62,45,3363
"763","G17003106601",1980,"Illinois","Cook","17031",28,10,156
"764","G17003106602",1980,"Illinois","Cook","17031",1394,1047,5420
"765","G17003106603",1980,"Illinois","Cook","17031",487,375,5194
"766","G17003106604",1980,"Illinois","Cook","17031",213,172,3883
"767","G17003106605",1980,"Illinois","Cook","17031",252,211,3771
"768","G17003106606",1980,"Illinois","Cook","17031",844,661,5549
"769","G17003106607",1980,"Illinois","Cook","17031",51,25,2999
"770","G17003106608",1980,"Illinois","Cook","17031",627,480,4855
"771","G17003106609",1980,"Illinois","Cook","17031",397,317,3990
"772","G17003106610",1980,"Illinois","Cook","17031",367,285,5606
"773","G17003106611",1980,"Illinois","Cook","17031",280,214,5145
"774","G17003106701",1980,"Illinois","Cook","17031",55,37,2782
"775","G17003106702",1980,"Illinois","Cook","17031",33,20,3062
"776","G17003106703",1980,"Illinois","Cook","17031",94,32,2721
"777","G17003106704",1980,"Illinois","Cook","17031",96,38,3090
"778","G17003106705",1980,"Illinois","Cook","17031",57,49,2254
"779","G17003106706",1980,"Illinois","Cook","17031",15,6,3479
"780","G17003106707",1980,"Illinois","Cook","17031",26,16,2989
"781","G17003106708",1980,"Illinois","Cook","17031",14,5,2582
"782","G17003106709",1980,"Illinois","Cook","17031",5,4,2225
"783","G17003106710",1980,"Illinois","Cook","17031",7,0,692
"784","G17003106711",1980,"Illinois","Cook","17031",22,13,2325
"785","G17003106712",1980,"Illinois","Cook","17031",22,21,2642
"786","G17003106713",1980,"Illinois","Cook","17031",39,27,4943
"787","G17003106714",1980,"Illinois","Cook","17031",20,9,3006
"788","G17003106715",1980,"Illinois","Cook","17031",39,12,5640
"789","G17003106716",1980,"Illinois","Cook","17031",25,18,4203
"790","G17003106717",1980,"Illinois","Cook","17031",16,12,3247
"791","G17003106718",1980,"Illinois","Cook","17031",5,5,2589
"792","G17003106719",1980,"Illinois","Cook","17031",1,0,1923
"793","G17003106720",1980,"Illinois","Cook","17031",95,68,5675
"794","G17003106801",1980,"Illinois","Cook","17031",1,1,957
"795","G17003106802",1980,"Illinois","Cook","17031",50,29,6834
"796","G17003106803",1980,"Illinois","Cook","17031",23,14,2205
"797","G17003106804",1980,"Illinois","Cook","17031",84,20,2690
"798","G17003106805",1980,"Illinois","Cook","17031",47,10,3076
"799","G17003106806",1980,"Illinois","Cook","17031",13,8,3057
"800","G17003106807",1980,"Illinois","Cook","17031",36,28,2091
"801","G17003106808",1980,"Illinois","Cook","17031",19,19,2129
"802","G17003106809",1980,"Illinois","Cook","17031",38,24,6624
"803","G17003106810",1980,"Illinois","Cook","17031",50,25,6213
"804","G17003106811",1980,"Illinois","Cook","17031",39,18,6927
"805","G17003106812",1980,"Illinois","Cook","17031",27,20,6017
"806","G17003106813",1980,"Illinois","Cook","17031",43,29,4901
"807","G17003106814",1980,"Illinois","Cook","17031",27,12,5354
"808","G17003106901",1980,"Illinois","Cook","17031",2,2,2673
"809","G17003106902",1980,"Illinois","Cook","17031",1,0,374
"810","G17003106903",1980,"Illinois","Cook","17031",18,6,3187
"811","G17003106904",1980,"Illinois","Cook","17031",13,7,4907
"812","G17003106905",1980,"Illinois","Cook","17031",4,0,1376
"813","G17003106906",1980,"Illinois","Cook","17031",12,7,744
"814","G17003106907",1980,"Illinois","Cook","17031",3,3,459
"815","G17003106908",1980,"Illinois","Cook","17031",20,13,3269
"816","G17003106909",1980,"Illinois","Cook","17031",46,30,5918
"817","G17003106910",1980,"Illinois","Cook","17031",23,11,3025
"818","G17003106911",1980,"Illinois","Cook","17031",32,14,5206
"819","G17003106912",1980,"Illinois","Cook","17031",17,7,3895
"820","G17003106913",1980,"Illinois","Cook","17031",20,4,2819
"821","G17003106914",1980,"Illinois","Cook","17031",26,17,4502
"822","G17003106915",1980,"Illinois","Cook","17031",29,14,2864
"823","G17003107001",1980,"Illinois","Cook","17031",150,79,3283
"824","G17003107002",1980,"Illinois","Cook","17031",171,132,5493
"825","G17003107003",1980,"Illinois","Cook","17031",112,77,11564
"826","G17003107004",1980,"Illinois","Cook","17031",187,143,8975
"827","G17003107005",1980,"Illinois","Cook","17031",285,223,11162
"828","G17003107101",1980,"Illinois","Cook","17031",13,1,1854
"829","G17003107102",1980,"Illinois","Cook","17031",36,14,5899
"830","G17003107103",1980,"Illinois","Cook","17031",20,10,2032
"831","G17003107104",1980,"Illinois","Cook","17031",64,42,7888
"832","G17003107105",1980,"Illinois","Cook","17031",22,11,5699
"833","G17003107106",1980,"Illinois","Cook","17031",5,0,2603
"834","G17003107107",1980,"Illinois","Cook","17031",23,14,4869
"835","G17003107108",1980,"Illinois","Cook","17031",60,19,6892
"836","G17003107109",1980,"Illinois","Cook","17031",30,24,3098
"837","G17003107110",1980,"Illinois","Cook","17031",42,27,4707
"838","G17003107111",1980,"Illinois","Cook","17031",27,5,3843
"839","G17003107112",1980,"Illinois","Cook","17031",55,31,6835
"840","G17003107113",1980,"Illinois","Cook","17031",19,0,1865
"841","G17003107114",1980,"Illinois","Cook","17031",26,12,3654
"842","G17003107115",1980,"Illinois","Cook","17031",21,15,3394
"843","G17003107201",1980,"Illinois","Cook","17031",35,26,4104
"844","G17003107202",1980,"Illinois","Cook","17031",80,64,4886
"845","G17003107203",1980,"Illinois","Cook","17031",70,31,4352
"846","G17003107204",1980,"Illinois","Cook","17031",28,25,2186
"847","G17003107205",1980,"Illinois","Cook","17031",10,5,2304
"848","G17003107206",1980,"Illinois","Cook","17031",28,23,1976
"849","G17003107207",1980,"Illinois","Cook","17031",57,32,3552
"850","G17003107301",1980,"Illinois","Cook","17031",24,6,3144
"851","G17003107302",1980,"Illinois","Cook","17031",42,19,12349
"852","G17003107303",1980,"Illinois","Cook","17031",0,0,1589
"853","G17003107304",1980,"Illinois","Cook","17031",34,18,5166
"854","G17003107305",1980,"Illinois","Cook","17031",39,19,6351
"855","G17003107306",1980,"Illinois","Cook","17031",18,8,4716
"856","G17003107307",1980,"Illinois","Cook","17031",20,18,3138
"857","G17003107401",1980,"Illinois","Cook","17031",50,33,3493
"858","G17003107402",1980,"Illinois","Cook","17031",50,31,6068
"859","G17003107403",1980,"Illinois","Cook","17031",17,11,5237
"860","G17003107404",1980,"Illinois","Cook","17031",37,29,5286
"861","G17003107501",1980,"Illinois","Cook","17031",49,30,6323
"862","G17003107502",1980,"Illinois","Cook","17031",54,33,3967
"863","G17003107503",1980,"Illinois","Cook","17031",18,9,2686
"864","G17003107504",1980,"Illinois","Cook","17031",35,22,3371
"865","G17003107505",1980,"Illinois","Cook","17031",85,69,7304
"866","G17003107506",1980,"Illinois","Cook","17031",39,25,5664
"867","G17003107608",1980,"Illinois","Cook","17031",276,98,10962
"868","G17003107609",1980,"Illinois","Cook","17031",49,32,227
"869","G17003107702",1980,"Illinois","Cook","17031",221,103,10008
